countrycode,regioncode,regionname,regiontype,regionnotes1, regionnotes2
GR,GR56,Kastoria,Department,,
GR,GR55,Kavala,Department,,
GR,GR23,Kefallonia,Department,,
GR,GR22,Kerkyra,Department,,
GR,GR57,Kilkis,Department,,
GR,GR15,Korinthia,Department,,
GR,GR58,Kozani,Department,,
GR,GR82,Kyklades,Department,,
GR,GR16,Lakonia,Department,,
GR,GR42,Larisa,Department,,
GR,GR92,Lasithi,Department,,
GR,GR24,Lefkada,Department,,
GR,GR83,Lesvos,Department,,
GR,GR43,Magnisia,Department,,
GR,GR17,Messinia,Department,,
GR,GR59,Pella,Department,,
GR,GR61,Pieria,Department,,
GR,GR34,Preveza,Department,,
GR,GR93,Rethymno,Department,,
GR,GR73,Rodopi,Department,,
GR,GR84,Samos,Department,,
GR,GR62,Serres,Department,,
GR,GR32,Thesprotia,Department,,
GR,GR54,Thessaloniki,Department,,
GR,GR44,Trikala,Department,,
GR,GR03,Voiotia,Department,,
GR,GR72,Xanthi,Department,,
GR,GR21,Zakynthos,Department,,
GR,GR69,Agio Oros,Self-governed part,,
GD,GD01,Saint Andrew,Parish,,
GD,GD02,Saint David,Parish,,
GD,GD03,Saint George,Parish,,
GD,GD04,Saint John,Parish,,
GD,GD05,Saint Mark,Parish,,
GD,GD06,Saint Patrick,Parish,,
GD,GD10,Southern Grenadine Islands,Dependency,,
GL,GLKU,Kommune Kujalleq,Municipality,,
GL,GLQA,Qaasuitsup Kommunia,Municipality,,
GL,GLQE,Qeqqata Kommunia,Municipality,,
GL,GLSM,Kommuneqarfik Sermersooq,Municipality,,
GT,GTAV,Alta Verapaz,Department,,
GT,GTBV,Baja Verapaz,Department,,
GT,GTCM,Chimaltenango,Department,,
GT,GTCQ,Chiquimula,Department,,
GT,GTES,Escuintla,Department,,
GT,GTGU,Guatemala,Department,,
GT,GTHU,Huehuetenango,Department,,
GT,GTIZ,Izabal,Department,,
GT,GTJA,Jalapa,Department,,
GT,GTJU,Jutiapa,Department,,
GT,GTPE,Petén,Department,,
GT,GTPR,El Progreso,Department,,
GT,GTQC,Quiché,Department,,
GT,GTQZ,Quetzaltenango,Department,,
GT,GTRE,Retalhuleu,Department,,
GT,GTSA,Sacatepéquez,Department,,
GT,GTSM,San Marcos,Department,,
GT,GTSO,Sololá,Department,,
GT,GTSR,Santa Rosa,Department,,
GT,GTSU,Suchitepéquez,Department,,
GT,GTTO,Totonicapán,Department,,
GT,GTZA,Zacapa,Department,,
GY,GYBA,Barima-Waini,Region,,
GY,GYCU,Cuyuni-Mazaruni,Region,,
GY,GYDE,Demerara-Mahaica,Region,,
GY,GYEB,East Berbice-Corentyne,Region,,
GY,GYES,Essequibo Islands-West Demerara,Region,,
GY,GYMA,Mahaica-Berbice,Region,,
GY,GYPM,Pomeroon-Supenaam,Region,,
GY,GYPT,Potaro-Siparuni,Region,,
GY,GYUD,Upper Demerara-Berbice,Region,,
GY,GYUT,Upper Takutu-Upper Essequibo,Region,,
HN,HNAT,Atlántida,Department,,
HN,HNCH,Choluteca,Department,,
HN,HNCL,Colón,Department,,
HN,HNCM,Comayagua,Department,,
HN,HNCP,Copán,Department,,
HN,HNCR,Cortés,Department,,
HN,HNEP,El Paraíso,Department,,
HN,HNFM,Francisco Morazán,Department,,
HN,HNGD,Gracias a Dios,Department,,
HN,HNIB,Islas de la Bahía,Department,,
HN,HNIN,Intibucá,Department,,
HN,HNLE,Lempira,Department,,
HN,HNLP,La Paz,Department,,
HN,HNOC,Ocotepeque,Department,,
HN,HNOL,Olancho,Department,,
HN,HNSB,Santa Bárbara,Department,,
HN,HNVA,Valle,Department,,
HN,HNYO,Yoro,Department,,
HR,HR01,Zagrebačka županija,County,,
HR,HR02,Krapinsko-zagorska županija,County,,
HR,HR03,Sisačko-moslavačka županija,County,,
HR,HR04,Karlovačka županija,County,,
HR,HR05,Varaždinska županija,County,,
HR,HR06,Koprivničko-križevačka županija,County,,
HR,HR07,Bjelovarsko-bilogorska županija,County,,
HR,HR08,Primorsko-goranska županija,County,,
HR,HR09,Ličko-senjska županija,County,,
HR,HR10,Virovitičko-podravska županija,County,,
HR,HR11,Požeško-slavonska županija,County,,
HR,HR12,Brodsko-posavska županija,County,,
HR,HR13,Zadarska županija,County,,
HR,HR14,Osječko-baranjska županija,County,,
HR,HR15,Šibensko-kninska županija,County,,
HR,HR16,Vukovarsko-srijemska županija,County,,
HR,HR17,Splitsko-dalmatinska županija,County,,
HR,HR18,Istarska županija,County,,
HR,HR19,Dubrovačko-neretvanska županija,County,,
HR,HR20,Međimurska županija,County,,
HR,HR21,Grad Zagreb,City,,
HT,HTAR,Artibonite,Department,,
HT,HTCE,Centre,Department,,
HT,HTGA,Grande-Anse,Department,,
HT,HTND,Nord,Department,,
HT,HTNE,Nord-Est,Department,,
HT,HTNO,Nord-Ouest,Department,,
HT,HTOU,Ouest,Department,,
HT,HTSD,Sud,Department,,
HT,HTSE,Sud-Est,Department,,
HU,HUBA,Baranya,County,,
HU,HUBC,Békéscsaba,City with county rights,,
HU,HUBE,Békés,County,,
HU,HUBK,Bács-Kiskun,County,,
HU,HUBU,Budapest,Capital city,,
HU,HUBZ,Borsod-Abaúj-Zemplén,County,,
HU,HUCS,Csongrád,County,,
HU,HUDE,Debrecen,City with county rights,,
HU,HUDU,Dunaújváros,City with county rights,,
HU,HUEG,Eger,City with county rights,,
HU,HUER,Érd,City with county rights,,
HU,HUFE,Fejér,County,,
HU,HUGS,Győr-Moson-Sopron,County,,
HU,HUGY,Győr,City with county rights,,
HU,HUHB,Hajdú-Bihar,County,,
HU,HUHE,Heves,County,,
HU,HUHV,Hódmezővásárhely,City with county rights,,
HU,HUJN,Jász-Nagykun-Szolnok,County,,
HU,HUKE,Komárom-Esztergom,County,,
HU,HUKM,Kecskemét,City with county rights,,
HU,HUKV,Kaposvár,City with county rights,,
HU,HUMI,Miskolc,City with county rights,,
HU,HUNK,Nagykanizsa,City with county rights,,
HU,HUNO,Nógrád,County,,
HU,HUNY,Nyíregyháza,City with county rights,,
HU,HUPE,Pest,County,,
HU,HUPS,Pécs,City with county rights,,
HU,HUSD,Szeged,City with county rights,,
HU,HUSF,Székesfehérvár,City with county rights,,
HU,HUSH,Szombathely,City with county rights,,
HU,HUSK,Szolnok,City with county rights,,
HU,HUSN,Sopron,City with county rights,,
HU,HUSO,Somogy,County,,
HU,HUSS,Szekszárd,City with county rights,,
HU,HUST,Salgótarján,City with county rights,,
HU,HUSZ,Szabolcs-Szatmár-Bereg,County,,
HU,HUTB,Tatabánya,City with county rights,,
HU,HUTO,Tolna,County,,
HU,HUVA,Vas,County,,
HU,HUVE,Veszprém (county),County,,
HU,HUVM,Veszprém,City with county rights,,
HU,HUZA,Zala,County,,
HU,HUZE,Zalaegerszeg,City with county rights,,
ID,IDIJ,Papua,Geographical unit,,
ID,IDJW,Jawa,Geographical unit,,
ID,IDKA,Kalimantan,Geographical unit,,
ID,IDML,Maluku,Geographical unit,,
ID,IDNU,Nusa Tenggara,Geographical unit,,
ID,IDSL,Sulawesi,Geographical unit,,
ID,IDSM,Sumatera,Geographical unit,,
ID,IDAC,Aceh,Autonomous Province,,
ID,IDBA,Bali,Province,,
ID,IDBB,Bangka Belitung,Province,,
ID,IDBE,Bengkulu,Province,,
ID,IDBT,Banten,Province,,
ID,IDGO,Gorontalo,Province,,
ID,IDJA,Jambi,Province,,
ID,IDJB,Jawa Barat,Province,,
ID,IDJI,Jawa Timur,Province,,
ID,IDJT,Jawa Tengah,Province,,
ID,IDKB,Kalimantan Barat,Province,,
ID,IDKI,Kalimantan Timur,Province,,
ID,IDKR,Kepulauan Riau,Province,,
ID,IDKS,Kalimantan Selatan,Province,,
ID,IDKT,Kalimantan Tengah,Province,,
ID,IDLA,Lampung,Province,,
ID,IDMA,Maluku,Province,,
ID,IDMU,Maluku Utara,Province,,
ID,IDNB,Nusa Tenggara Barat,Province,,
ID,IDNT,Nusa Tenggara Timur,Province,,
ID,IDPA,Papua,Province,,
ID,IDPB,Papua Barat,Province,,
ID,IDRI,Riau,Province,,
ID,IDSA,Sulawesi Utara,Province,,
ID,IDSB,Sumatra Barat,Province,,
ID,IDSG,Sulawesi Tenggara,Province,,
ID,IDSN,Sulawesi Selatan,Province,,
ID,IDSR,Sulawesi Barat,Province,,
ID,IDSS,Sumatra Selatan,Province,,
ID,IDST,Sulawesi Tengah,Province,,
ID,IDSU,Sumatera Utara,Province,,
ID,IDJK,Jakarta Raya,Special District,,
ID,IDYO,Yogyakarta,Special Region,,
IN,INAP,Andhra Pradesh,State,,
IN,INAR,Arunachal Pradesh,State,,
IN,INAS,Assam,State,,
IN,INBR,Bihar,State,,
IN,INCT,Chhattisgarh,State,,
IN,INGA,Goa,State,,
IN,INGJ,Gujarat,State,,
IN,INHP,Himachal Pradesh,State,,
IN,INHR,Haryana,State,,
IN,INJH,Jharkhand,State,,
IN,INJK,Jammu and Kashmir,State,,
IN,INKA,Karnataka,State,,
IN,INKL,Kerala,State,,
IN,INMH,Maharashtra,State,,
IN,INML,Meghalaya,State,,
IN,INMN,Manipur,State,,
IN,INMP,Madhya Pradesh,State,,
IN,INMZ,Mizoram,State,,
IN,INNL,Nagaland,State,,
IN,INOR,Odisha,State,,
IN,INPB,Punjab,State,,
IN,INRJ,Rajasthan,State,,
IN,INSK,Sikkim,State,,
IN,INTG,Telangana,State,,
IN,INTN,Tamil Nadu,State,,
IN,INTR,Tripura,State,,
IN,INUP,Uttar Pradesh,State,,
IN,INUT,Uttarakhand,State,,
IN,INWB,West Bengal,State,,
IN,INAN,Andaman and Nicobar Islands,Union territory,,
IN,INCH,Chandigarh,Union territory,,
IN,INDD,Daman and Diu,Union territory,,
IN,INDL,Delhi,Union territory,,
IN,INDN,Dadra and Nagar Haveli,Union territory,,
IN,INLD,Lakshadweep,Union territory,,
IN,INPY,Puducherry,Union territory,,
IE,IEC,Connacht,Province,,
IE,IECE,Clare,County,,
IE,IECN,Cavan,County,,
IE,IECO,Cork,County,,
IE,IECW,Carlow,County,,
IE,IED,Dublin,County,,
IE,IEDL,Donegal,County,,
IE,IEG,Galway,County,,
IE,IEKE,Kildare,County,,
IE,IEKK,Kilkenny,County,,
IE,IEKY,Kerry,County,,
IE,IEL,Leinster,Province,,
IE,IELD,Longford,County,,
IE,IELH,Louth,County,,
IE,IELK,Limerick,County,,
IE,IELM,Leitrim,County,,
IE,IELS,Laois,County,,
IE,IEM,Munster,Province,,
IE,IEMH,Meath,County,,
IE,IEMN,Monaghan,County,,
IE,IEMO,Mayo,County,,
IE,IEOY,Offaly,County,,
IE,IERN,Roscommon,County,,
IE,IESO,Sligo,County,,
IE,IETA,Tipperary,County,,
IE,IEU,Ulster,Province,,
IE,IEWD,Waterford,County,,
IE,IEWH,Westmeath,County,,
IE,IEWW,Wicklow,County,,
IE,IEWX,Wexford,County,,
IR,IR01,Āz̄ārbāyjān-e Shārqī - آذربایجان شرقی,Province,Āz̄ārbāyjān-e Shārqī,آذربایجان شرقی
IR,IR02,Āz̄ārbāyjān-e Ghārbī - آذربایجان غربی,Province,Āz̄ārbāyjān-e Ghārbī,آذربایجان غربی
IR,IR03,Ardabīl - اردبیل,Province,Ardabīl,اردبیل
IR,IR04,Eşfahān - اصفهان,Province,Eşfahān,اصفهان
IR,IR05,Īlām - ايلام,Province,Īlām,ايلام
IR,IR06,Būshehr - بوشهر‎,Province,Būshehr,بوشهر
IR,IR07,Tehrān- تهران,Province,Tehrān,تهران
IR,IR08,Chahār Maḩāl va Bakhtīārī - چهارمحال و بختیاری,Province,Chahār Maḩāl va Bakhtīārī,چهارمحال و بختیاری
IR,IR10,Khūzestān - خوزستان,Province,Khūzestān,خوزستان
IR,IR11,Zanjān - زنجان,Province,Zanjān,زنجان
IR,IR12,Semnān - سمنان,Province,Semnān,سمنان
IR,IR13,Sīstān va Balūchestān - سيستان و بلوچستان,Province,Sīstān va Balūchestān,سيستان و بلوچستان
IR,IR14,Fārs - فارس,Province,Fārs,فارس
IR,IR15,Kermān - کرمان,Province,Kermān,کرمان
IR,IR16,Kordestān - کردستان,Province,Kordestān,کردستان
IR,IR17,Kermānshāh - كرمانشاه,Province,Kermānshāh,كرمانشاه
IR,IR18,Kohgīlūyeh va Bowyer Aḩmad - کهگیلویه و بویراحمد,Province,Kohgīlūyeh va Bowyer Aḩmad,کهگیلویه و بویراحمد
IR,IR19,Gīlān - گیلان,Province,Gīlān,گیلان
IR,IR20,Lorestān - لرستان,Province,Lorestān,لرستان
IR,IR21,Māzandarān - مازندران,Province,Māzandarān,مازندران
IR,IR22,Markazī - مرکزی,Province,Markazī,مرکزی
IR,IR23,Hormozgān - هرمزگان,Province,Hormozgān,هرمزگان
IR,IR24,Hamadān - هرمزگان,Province,Hamadān,هرمزگان
IR,IR25,Yazd - یزد,Province,Yazd,یزد
IR,IR26,Qom - قم,Province,Qom,قم
IR,IR27,Golestān - گلستان,Province,Golestān,گلستان
IR,IR28,Qazvīn - قزوین,Province,Qazvīn,قزوین
IR,IR29,Khorāsān-e Jonūbī - خراسان جنوبی,Province,Khorāsān-e Jonūbī,خراسان جنوبی
IR,IR30,Khorāsān-e Raẕavī - خراسان رضوی,Province,Khorāsān-e Raẕavī,خراسان رضوی
IR,IR31,Khorāsān-e Shomālī - خراسان شمالی,Province,Khorāsān-e Shomālī,خراسان شمالی
IR,IR32,Alborz - البرز,Province,Alborz,البرز
IQ,IQAN,الأنبار - Al Anbār,Governorate,Al Anbār,الأنبار
IQ,IQAR,Arbīl - أربيل,Governorate,Arbīl,أربيل
IQ,IQBA,البصرة - Al Başrah,Governorate,Al Başrah,البصرة
IQ,IQBB,Bābil - بابل,Governorate,Bābil,بابل
IQ,IQBG,Baghdād - بغداد,Governorate,Baghdād,بغداد
IQ,IQDA,Dahūk - دهوك,Governorate,Dahūk,دهوك
IQ,IQDI,Diyālá - ديالى,Governorate,Diyālá,ديالى
IQ,IQDQ,Dhī Qār - ذي قار,Governorate,Dhī Qār,ذي قار
IQ,IQKA,’Karbalā - كربلاء‎,Governorate,Karbalā’,كربلاء
IQ,IQMA,Maysān - ميسان‎,Governorate,Maysān,ميسان
IQ,IQMU,المثنى - Al Muthanná,Governorate,Al Muthanná,المثنى
IQ,IQNA,النجف - An Najaf,Governorate,An Najaf,النجف
IQ,IQNI,Nīnawá - نينوى,Governorate,Nīnawá,نينوى
IQ,IQQA,القادسية‎ - Al Qādisīyah,Governorate,Al Qādisīyah,القادسية‎
IQ,IQSD,صلاح الدين - Şalāḩ ad Dīn,Governorate,Şalāḩ ad Dīn,صلاح الدين
IQ,IQSU,السليمانية - As Sulaymānīyah,Governorate,As Sulaymānīyah,السليمانية
IQ,IQKI,Kirkūk - كركوك,Governorate,Kirkūk,كركوك
IQ,IQWA,Wāsiţ - واسط,Governorate,Wāsiţ,واسط
IS,IS0,Reykjavík,City,,
IS,IS1,Höfuðborgarsvæðið,Region,,
IS,IS2,Suðurnes,Region,,
IS,IS3,Vesturland,Region,,
IS,IS4,Vestfirðir,Region,,
IS,IS5,Norðurland vestra,Region,,
IS,IS6,Norðurland eystra,Region,,
IS,IS7,Austurland,Region,,
IS,IS8,Suðurland,Region,,
IL,ILD,HaDarom,District,,
IL,ILHA,Hefa,District,,
IL,ILJM,Yerushalayim Al Quds,District,,
IL,ILM,HaMerkaz,District,,
IL,ILTA,Tel-Aviv,District,,
IL,ILZ,HaZafon,District,,
IT,IT65,Regioni:Abruzzo,Region,Abruzzo,
IT,IT77,Regioni:Basilicata,Region,Basilicata,
IT,IT78,Regioni:Calabria,Region,Calabria,
IT,IT72,Regioni:Campania,Region,Campania,
IT,IT45,Regioni:Emilia-Romagna,Region,Emilia-Romagna,
IT,IT36,Regioni:Friuli-Venezia Giulia,Region,Friuli-Venezia Giulia,
IT,IT62,Regioni:Lazio,Region,Lazio,
IT,IT42,Regioni:Liguria,Region,Liguria,
IT,IT25,Regioni:Lombardia,Region,Lombardia,
IT,IT57,Regioni:Marche,Region,Marche,
IT,IT67,Regioni:Molise,Region,Molise,
IT,IT21,Regioni:Piemonte,Region,Piemonte,
IT,IT75,Regioni:Puglia,Region,Puglia,
IT,IT88,Regioni:Sardegna,Region,Sardegna,
IT,IT82,Regioni:Sicilia,Region,Sicilia,
IT,IT52,Regioni:Toscana,Region,Toscana,
IT,IT32,Regioni:Trentino-Alto Adige,Region,Trentino-Alto Adige,
IT,IT55,Regioni:Umbria,Region,Umbria,
IT,IT23,Regioni:Valle d'Aosta,Region,Valle d'Aosta,
IT,IT34,Regioni:Veneto,Region,Veneto,
IT,ITAG,Province:Agrigento,Province,Sicilia,Agrigento
IT,ITAL,Province:Alessandria,Province,Piemonte,Alessandria
IT,ITAN,Province:Ancona,Province,Marche,Ancona
IT,ITAO,Province:Aosta,Province,Valle d'Aosta,Aosta
IT,ITAR,Province:Arezzo,Province,Toscana,Arezzo
IT,ITAP,Province:Ascoli Piceno,Province,Marche,Ascoli Piceno
IT,ITAT,Province:Asti,Province,Piemonte,Asti
IT,ITAV,Province:Avellino,Province,Campania,Avellino
IT,ITBA,Province:Bari,Province,Puglia,Bari
IT,ITBT,Province:Barletta-Andria-Trani,Province,Puglia,Barletta-Andria-Trani
IT,ITBL,Province:Belluno,Province,Veneto,Belluno
IT,ITBN,Province:Benevento,Province,Campania,Benevento
IT,ITBG,Province:Bergamo,Province,Lombardia,Bergamo
IT,ITBI,Province:Biella,Province,Piemonte,Biella
IT,ITBO,Province:Bologna,Province,Emilia-Romagna,Bologna
IT,ITBZ,Province:Bolzano,Province,Trentino-Alto Adige,Bolzano
IT,ITBS,Province:Brescia,Province,Lombardia,Brescia
IT,ITBR,Province:Brindisi,Province,Puglia,Brindisi
IT,ITCA,Province:Cagliari,Province,Sardegna,Cagliari
IT,ITCL,Province:Caltanissetta,Province,Sicilia,Caltanissetta
IT,ITCB,Province:Campobasso,Province,Molise,Campobasso
IT,ITCI,Province:Carbonia-Iglesias,Province,Sardegna,Carbonia-Iglesias
IT,ITCE,Province:Caserta,Province,Campania,Caserta
IT,ITCT,Province:Catania,Province,Sicilia,Catania
IT,ITCZ,Province:Catanzaro,Province,Calabria,Catanzaro
IT,ITCH,Province:Chieti,Province,Abruzzo,Chieti
IT,ITCO,Province:Como,Province,Lombardia,Como
IT,ITCS,Province:Cosenza,Province,Calabria,Cosenza
IT,ITCR,Province:Cremona,Province,Lombardia,Cremona
IT,ITKR,Province:Crotone,Province,Calabria,Crotone
IT,ITCN,Province:Cuneo,Province,Piemonte,Cuneo
IT,ITEN,Province:Enna,Province,Sicilia,Enna
IT,ITFM,Province:Fermo,Province,Marche,Fermo
IT,ITFE,Province:Ferrara,Province,Emilia-Romagna,Ferrara
IT,ITFI,Province:Firenze,Province,Toscana,Firenze
IT,ITFG,Province:Foggia,Province,Puglia,Foggia
IT,ITFC,Province:Forlì-Cesena,Province,Emilia-Romagna,Forlì-Cesena
IT,ITFR,Province:Frosinone,Province,Lazio,Frosinone
IT,ITGE,Province:Genova,Province,Liguria,Genova
IT,ITGO,Province:Gorizia,Province,Friuli-Venezia Giulia,Gorizia
IT,ITGR,Province:Grosseto,Province,Toscana,Grosseto
IT,ITIM,Province:Imperia,Province,Liguria,Imperia
IT,ITIS,Province:Isernia,Province,Molise,Isernia
IT,ITAQ,Province:L'Aquila,Province,Abruzzo,L'Aquila
IT,ITSP,Province:La Spezia,Province,Liguria,La Spezia
IT,ITLT,Province:Latina,Province,Lazio,Latina
IT,ITLE,Province:Lecce,Province,Puglia,Lecce
IT,ITLC,Province:Lecco,Province,Lombardia,Lecco
IT,ITLI,Province:Livorno,Province,Toscana,Livorno
IT,ITLO,Province:Lodi,Province,Lombardia,Lodi
IT,ITLU,Province:Lucca,Province,Toscana,Lucca
IT,ITMC,Province:Macerata,Province,Marche,Macerata
IT,ITMN,Province:Mantova,Province,Lombardia,Mantova
IT,ITMS,Province:Massa-Carrara,Province,Toscana,Massa-Carrara
IT,ITMT,Province:Matera,Province,Basilicata,Matera
IT,ITVS,Province:Medio Campidano,Province,Sardegna,Medio Campidano
IT,ITME,Province:Messina,Province,Sicilia,Messina
IT,ITMI,Province:Milano,Province,Lombardia,Milano
IT,ITMO,Province:Modena,Province,Emilia-Romagna,Modena
IT,ITMB,Province:Monza e Brianza,Province,Lombardia,Monza e Brianza
IT,ITNA,Province:Napoli,Province,Campania,Napoli
IT,ITNO,Province:Novara,Province,Piemonte,Novara
IT,ITNU,Province:Nuoro,Province,Sardegna,Nuoro
IT,ITOG,Province:Ogliastra,Province,Sardegna,Ogliastra
IT,ITOT,Province:Olbia-Tempio,Province,Sardegna,Olbia-Tempio
IT,ITOR,Province:Oristano,Province,Sardegna,Oristano
IT,ITPD,Province:Padova,Province,Veneto,Padova
IT,ITPA,Province:Palermo,Province,Sicilia,Palermo
IT,ITPR,Province:Parma,Province,Emilia-Romagna,Parma
IT,ITPV,Province:Pavia,Province,Lombardia,Pavia
IT,ITPG,Province:Perugia,Province,Umbria,Perugia
IT,ITPU,Province:Pesaro e Urbino,Province,Marche,Pesaro e Urbino
IT,ITPE,Province:Pescara,Province,Abruzzo,Pescara
IT,ITPC,Province:Piacenza,Province,Emilia-Romagna,Piacenza
